"text","annotations"
"Поеду в поселок Южный, Железнодорожный район, Камчатский край.","Поеду O
в O
поселок B-Poselok
Южный I-Poselok
, O
Железнодорожный B-District
район I-District
, O
Камчатский B-Krai
край I-Krai
. O"
"Склад: Ямало-Ненецкий автономный округ, Воронеж, шоссе Энтузиастов, д 112, стр 2, сооружение В.","Склад O
: O
Ямало-Ненецкий B-AO
автономный I-AO
округ I-AO
, O
Воронеж B-City
, O
шоссе B-Highway
Энтузиастов I-Highway
, O
д B-House
112 I-House
, O
стр B-Building
2 I-Building
, O
сооружение B-Structure
В I-Structure
. O"
"Встретимся на набережной Речной в города Нижний Новгород.","Встретимся O
на O
набережной B-Embankment
Речной I-Embankment
в O
города B-City
Нижний I-City
Новгород I-City
. O"
"Живу в микрорайоне Северный, Сочи, улице Октябрьская, доме 46.","Живу O
в O
микрорайоне B-Microdistrict
Северный I-Microdistrict
, O
Сочи B-City
, O
улице B-Street
Октябрьская I-Street
, O
доме B-House
46 I-House
. O"
"Квартира квартире 339 находится по адресу: города Сургут, переулке Почтовый, дом 227.","Квартира O
квартире B-Flat
339 I-Flat
находится O
по O
адресу O
: O
города B-City
Сургут I-City
, O
переулке B-Lane
Почтовый I-Lane
, O
дом B-House
227 I-House
. O"
"Наш офис в муниципальное образование Академический, город Набережные Челны, проспекте Героев, дом 203.","Наш O
офис O
в O
муниципальное B-Municipality
образование I-Municipality
Академический I-Municipality
, O
город B-City
Набережные I-City
Челны I-City
, O
проспекте B-Avenue
Героев I-Avenue
, O
дом B-House
203 I-House
. O"
"Мы находимся в Российская Федерация, Нижегородская область, Самара.","Мы O
находимся O
в O
Российская B-Country
Федерация I-Country
, O
Нижегородская B-Oblast
область I-Oblast
, O
Самара B-City
. O"
"Отправь письмо: Россия, Марий Эл, Первомайский район, селе Ивановка, улица Мира, д 241.","Отправь O
письмо O
: O
Россия B-Country
, O
Марий B-Republic
Эл I-Republic
, O
Первомайский B-District
район I-District
, O
селе B-Selo
Ивановка I-Selo
, O
улица B-Street
Мира I-Street
, O
д B-House
241 I-House
. O"
"Я живу в Набережные Челны, микрорайон Заречный, квартал 48.","Я O
живу O
в O
Набережные B-City
Челны I-City
, O
микрорайон B-Microdistrict
Заречный I-Microdistrict
, O
квартал B-Quarter
48 I-Quarter
. O"
"Адрес: города Тюмень, улица Ленина, доме 4А, строении 2, кв 33.","Адрес O
: O
города B-City
Тюмень I-City
, O
улица B-Street
Ленина I-Street
, O
доме B-House
4А I-House
, O
строении B-Building
2 I-Building
, O
кв B-Flat
33 I-Flat
. O"
"Точка на карте: Великий Новгород, улица Красная, дом 206Б, сооружении 6.","Точка O
на O
карте O
: O
Великий B-City
Новгород I-City
, O
улица B-Street
Красная I-Street
, O
дом B-House
206Б I-House
, O
сооружении B-Structure
6 I-Structure
. O"
"Адрес: Самарская область, Казань, улица 50-летия Октября, д. 17А.","Адрес O
: O
Самарская B-Oblast
область I-Oblast
, O
Казань B-City
, O
улица B-Street
50-летия I-Street
Октября I-Street
, O
д. B-House
17А I-House
. O"
"Доставка по адресу: Хабаровский край, городе Уфа, проспект Победы, доме 26, кв 314.","Доставка O
по O
адресу O
: O
Хабаровский B-Krai
край I-Krai
, O
городе B-City
Уфа I-City
, O
проспект B-Avenue
Победы I-Avenue
, O
доме B-House
26 I-House
, O
кв B-Flat
314 I-Flat
. O"
"Мы переехали в Дагестан, в город Москва, бульвар Сиреневый, д. 107.","Мы O
переехали O
в O
Дагестан B-Republic
, O
в O
город B-City
Москва I-City
, O
бульвар B-Boulevard
Сиреневый I-Boulevard
, O
д. B-House
107 I-House
. O"
